interaction_id,customer_id,date,interaction_type,issue_category,notes
I307049,C08830,2024-05-05,Call,Service Issue,Interaction logged
I307050,C09035,2024-03-30,Email,Service Issue,Interaction logged
I307051,C05117,2024-03-21,Call,Billing Question,Interaction logged
I307052,C04199,2024-12-21,Call,Service Issue,Interaction logged
I307053,C06090,2024-04-26,Email,Late Payment,Interaction logged
I307054,C07117,2024-09-10,Meeting,Service Issue,Interaction logged
I307055,C02703,2024-07-02,Email,Billing Question,Interaction logged
I307056,C09108,2024-11-03,Meeting,Billing Question,Interaction logged
I307057,C05049,2024-08-29,Meeting,Service Issue,Interaction logged
I307058,C03157,2024-09-19,Email,PO Approval,Interaction logged
I307059,C06916,2024-05-04,Email,Service Issue,Interaction logged
I307060,C00772,2024-12-15,Meeting,Late Payment,Interaction logged
I307061,C05011,2024-07-28,Email,Service Issue,Interaction logged
I307062,C04477,2024-08-10,Call,Billing Question,Interaction logged
I307063,C07116,2024-02-22,Meeting,Late Payment,Interaction logged
I307064,C01902,2025-03-09,Call,Service Issue,Interaction logged
I307065,C04257,2024-06-10,Email,Billing Question,Interaction logged
I307066,C04585,2025-03-07,Meeting,Billing Question,Interaction logged
I307067,C03388,2024-10-03,Email,Billing Question,Interaction logged
I307068,C04660,2025-02-20,Meeting,Late Payment,Interaction logged
I307069,C06214,2024-08-01,Call,PO Approval,Interaction logged
I307070,C02860,2024-06-12,Email,Service Issue,Interaction logged
I307071,C09154,2024-04-25,Email,PO Approval,Interaction logged
I307072,C03687,2024-05-13,Email,Billing Question,Interaction logged
I307073,C02680,2025-01-22,Meeting,Late Payment,Interaction logged
I307074,C03385,2024-08-19,Meeting,Billing Question,Interaction logged
I307075,C01519,2024-09-24,Meeting,PO Approval,Interaction logged
I307076,C07272,2024-07-12,Meeting,Late Payment,Interaction logged
I307077,C00724,2024-01-31,Email,Service Issue,Interaction logged
I307078,C08412,2024-02-11,Call,Billing Question,Interaction logged
I307079,C07534,2024-03-30,Call,Late Payment,Interaction logged
I307080,C01635,2024-11-19,Email,Late Payment,Interaction logged
I307081,C04429,2025-01-13,Call,PO Approval,Interaction logged
I307082,C01639,2025-03-13,Meeting,Service Issue,Interaction logged
I307083,C03936,2024-06-09,Meeting,Billing Question,Interaction logged
I307084,C03534,2024-06-01,Meeting,Late Payment,Interaction logged
I307085,C04216,2024-12-31,Call,PO Approval,Interaction logged
I307086,C06795,2024-05-17,Email,Late Payment,Interaction logged
I307087,C04680,2025-03-16,Call,PO Approval,Interaction logged
I307088,C09812,2024-04-13,Meeting,Service Issue,Interaction logged
I307089,C09300,2024-09-24,Call,PO Approval,Interaction logged
I307090,C00759,2025-01-04,Call,PO Approval,Interaction logged
I307091,C04487,2024-07-22,Email,Late Payment,Interaction logged
I307092,C06759,2024-04-19,Email,Service Issue,Interaction logged
I307093,C00764,2024-09-06,Email,PO Approval,Interaction logged
I307094,C03323,2024-10-23,Call,PO Approval,Interaction logged
I307095,C02009,2024-08-25,Call,Service Issue,Interaction logged
I307096,C03439,2024-12-04,Email,Service Issue,Interaction logged
I307097,C05874,2024-09-14,Meeting,Late Payment,Interaction logged
I307098,C01154,2024-10-17,Call,Billing Question,Interaction logged
I307099,C08873,2024-06-15,Call,Late Payment,Interaction logged
I307100,C08876,2024-12-26,Email,PO Approval,Interaction logged
I307101,C01872,2024-06-05,Meeting,Late Payment,Interaction logged
I307102,C08143,2024-10-03,Meeting,Billing Question,Interaction logged
I307103,C02013,2024-07-04,Call,Late Payment,Interaction logged
I307104,C00167,2024-07-09,Meeting,PO Approval,Interaction logged
I307105,C08692,2024-02-20,Call,Service Issue,Interaction logged
I307106,C00682,2024-04-05,Call,Billing Question,Interaction logged
I307107,C08731,2024-09-20,Meeting,Billing Question,Interaction logged
I307108,C01126,2024-03-28,Call,Service Issue,Interaction logged
I307109,C00096,2024-06-02,Meeting,Billing Question,Interaction logged
I307110,C09160,2024-11-20,Email,Service Issue,Interaction logged
I307111,C07771,2025-01-10,Call,Billing Question,Interaction logged
I307112,C03241,2024-09-16,Meeting,Service Issue,Interaction logged
I307113,C08604,2024-10-03,Meeting,Service Issue,Interaction logged
I307114,C09581,2024-03-21,Meeting,PO Approval,Interaction logged
I307115,C01428,2024-07-12,Meeting,Service Issue,Interaction logged
I307116,C07329,2024-06-13,Call,Service Issue,Interaction logged
I307117,C07040,2024-03-12,Email,Service Issue,Interaction logged
I307118,C08809,2024-07-13,Call,Late Payment,Interaction logged
I307119,C05184,2024-01-11,Call,PO Approval,Interaction logged
I307120,C04387,2024-12-21,Email,Billing Question,Interaction logged
I307121,C06321,2025-02-24,Email,Late Payment,Interaction logged
I307122,C09474,2025-01-14,Meeting,PO Approval,Interaction logged
I307123,C03729,2024-09-29,Meeting,Service Issue,Interaction logged
I307124,C07538,2024-04-10,Email,PO Approval,Interaction logged
I307125,C02552,2024-06-26,Meeting,Late Payment,Interaction logged
I307126,C09771,2024-12-14,Meeting,Service Issue,Interaction logged
I307127,C09547,2024-06-27,Call,Service Issue,Interaction logged
I307128,C05191,2024-09-20,Meeting,PO Approval,Interaction logged
I307129,C06268,2024-01-06,Meeting,Late Payment,Interaction logged
I307130,C02408,2025-02-07,Meeting,PO Approval,Interaction logged
I307131,C05133,2024-03-25,Email,Billing Question,Interaction logged
I307132,C09362,2024-10-07,Call,PO Approval,Interaction logged
I307133,C05649,2024-04-06,Meeting,Service Issue,Interaction logged
I307134,C00120,2024-11-24,Meeting,PO Approval,Interaction logged
I307135,C01611,2024-07-22,Call,Billing Question,Interaction logged
I307136,C05786,2024-05-24,Meeting,Billing Question,Interaction logged
I307137,C02215,2025-03-22,Meeting,Late Payment,Interaction logged
I307138,C05741,2024-04-13,Email,Service Issue,Interaction logged
I307139,C06654,2024-06-10,Meeting,Billing Question,Interaction logged
I307140,C04358,2024-09-26,Email,PO Approval,Interaction logged
I307141,C09344,2025-01-10,Call,Service Issue,Interaction logged
I307142,C04280,2024-04-29,Meeting,Late Payment,Interaction logged
I307143,C00701,2024-09-10,Meeting,Billing Question,Interaction logged
I307144,C06481,2024-02-10,Call,Service Issue,Interaction logged
I307145,C04043,2024-12-10,Call,Late Payment,Interaction logged
I307146,C04760,2024-11-08,Meeting,Service Issue,Interaction logged
I307147,C08387,2024-09-27,Meeting,Service Issue,Interaction logged
I307148,C05804,2024-12-08,Call,Service Issue,Interaction logged
I307149,C06310,2025-01-26,Call,Billing Question,Interaction logged
I307150,C06696,2024-03-07,Email,Late Payment,Interaction logged
I307151,C08024,2025-02-23,Call,Service Issue,Interaction logged
I307152,C08243,2024-04-12,Meeting,PO Approval,Interaction logged
I307153,C03981,2024-08-26,Call,Billing Question,Interaction logged
I307154,C02845,2024-03-18,Email,Service Issue,Interaction logged
I307155,C08041,2024-05-15,Email,Service Issue,Interaction logged
I307156,C07029,2024-09-06,Meeting,Service Issue,Interaction logged
I307157,C00968,2024-03-16,Meeting,Service Issue,Interaction logged
I307158,C03249,2024-12-12,Call,PO Approval,Interaction logged
I307159,C08176,2024-11-01,Meeting,Service Issue,Interaction logged
I307160,C07391,2024-09-12,Email,Late Payment,Interaction logged
I307161,C04160,2024-01-12,Call,Late Payment,Interaction logged
I307162,C00738,2025-01-27,Meeting,Late Payment,Interaction logged
I307163,C04830,2024-10-19,Meeting,Billing Question,Interaction logged
I307164,C07993,2025-01-23,Meeting,Billing Question,Interaction logged
I307165,C05105,2024-04-07,Meeting,PO Approval,Interaction logged
I307166,C06087,2024-11-01,Email,Late Payment,Interaction logged
I307167,C00175,2024-05-10,Email,Service Issue,Interaction logged
I307168,C01023,2024-07-25,Email,Late Payment,Interaction logged
I307169,C04322,2025-02-28,Email,Late Payment,Interaction logged
I307170,C03246,2024-10-10,Meeting,Billing Question,Interaction logged
I307171,C01657,2024-09-27,Call,Service Issue,Interaction logged
I307172,C04329,2024-10-09,Call,Billing Question,Interaction logged
I307173,C08122,2025-02-08,Call,PO Approval,Interaction logged
I307174,C01076,2024-07-29,Email,Service Issue,Interaction logged
I307175,C04181,2024-03-05,Call,PO Approval,Interaction logged
I307176,C03415,2024-01-07,Meeting,Late Payment,Interaction logged
I307177,C05562,2024-01-18,Call,PO Approval,Interaction logged
I307178,C08805,2024-10-28,Email,PO Approval,Interaction logged
I307179,C05257,2025-01-02,Meeting,PO Approval,Interaction logged
I307180,C02777,2025-01-07,Meeting,PO Approval,Interaction logged
I307181,C00137,2024-03-10,Meeting,Service Issue,Interaction logged
I307182,C08929,2025-03-07,Call,Billing Question,Interaction logged
I307183,C08063,2024-10-29,Meeting,Billing Question,Interaction logged
I307184,C08434,2024-05-31,Email,Billing Question,Interaction logged
I307185,C08100,2024-05-03,Meeting,Service Issue,Interaction logged
I307186,C01001,2024-09-08,Meeting,Late Payment,Interaction logged
I307187,C02269,2024-01-31,Call,Billing Question,Interaction logged
I307188,C08292,2024-12-12,Call,Billing Question,Interaction logged
I307189,C00461,2024-07-23,Email,Billing Question,Interaction logged
I307190,C05045,2024-09-28,Email,Late Payment,Interaction logged
I307191,C06142,2024-07-03,Call,PO Approval,Interaction logged
I307192,C01618,2024-11-04,Email,Billing Question,Interaction logged
I307193,C04963,2024-03-15,Email,Billing Question,Interaction logged
I307194,C00184,2024-11-12,Meeting,PO Approval,Interaction logged
I307195,C08639,2024-01-19,Email,Service Issue,Interaction logged
I307196,C07998,2024-11-24,Email,Late Payment,Interaction logged
I307197,C06432,2024-09-29,Email,PO Approval,Interaction logged
I307198,C00105,2024-06-12,Call,PO Approval,Interaction logged
I307199,C00985,2025-03-12,Meeting,PO Approval,Interaction logged
I307200,C03526,2024-07-12,Call,Service Issue,Interaction logged
I307201,C01353,2024-02-24,Email,Late Payment,Interaction logged
I307202,C03668,2024-10-09,Meeting,Billing Question,Interaction logged
I307203,C04736,2024-02-09,Call,PO Approval,Interaction logged
I307204,C05758,2025-01-08,Email,PO Approval,Interaction logged
I307205,C04417,2024-02-26,Meeting,Service Issue,Interaction logged
I307206,C03597,2024-07-04,Meeting,Late Payment,Interaction logged
I307207,C03752,2024-09-04,Meeting,Late Payment,Interaction logged
I307208,C01348,2024-04-08,Call,Late Payment,Interaction logged
I307209,C01679,2025-03-15,Meeting,Late Payment,Interaction logged
I307210,C08733,2024-09-08,Meeting,Late Payment,Interaction logged
I307211,C01364,2024-01-26,Email,Service Issue,Interaction logged
I307212,C02443,2024-08-01,Email,Late Payment,Interaction logged
I307213,C05839,2024-09-22,Meeting,Service Issue,Interaction logged
I307214,C09356,2024-01-14,Email,Service Issue,Interaction logged
I307215,C07300,2024-05-06,Call,Billing Question,Interaction logged
I307216,C05750,2024-11-14,Call,PO Approval,Interaction logged
I307217,C06155,2024-01-21,Meeting,PO Approval,Interaction logged
I307218,C05802,2024-10-03,Call,PO Approval,Interaction logged
I307219,C00698,2025-01-26,Email,Billing Question,Interaction logged
I307220,C05157,2024-04-02,Call,Service Issue,Interaction logged
I307221,C05500,2024-06-01,Email,Service Issue,Interaction logged
I307222,C09743,2024-03-19,Call,PO Approval,Interaction logged
I307223,C07090,2024-07-10,Meeting,PO Approval,Interaction logged
I307224,C07095,2024-09-21,Meeting,Billing Question,Interaction logged
I307225,C02453,2024-04-18,Meeting,Billing Question,Interaction logged
I307226,C03986,2024-08-02,Email,PO Approval,Interaction logged
I307227,C02422,2025-03-14,Meeting,Late Payment,Interaction logged
I307228,C07116,2025-03-05,Call,Late Payment,Interaction logged
I307229,C02844,2025-01-01,Email,Late Payment,Interaction logged
I307230,C01400,2024-07-03,Meeting,Service Issue,Interaction logged
I307231,C03324,2024-05-18,Call,Billing Question,Interaction logged
I307232,C02962,2024-09-18,Email,Late Payment,Interaction logged
I307233,C08462,2024-09-23,Meeting,Late Payment,Interaction logged
I307234,C03872,2025-02-21,Meeting,Service Issue,Interaction logged
I307235,C03655,2024-04-09,Meeting,Billing Question,Interaction logged
I307236,C04759,2024-12-25,Call,Billing Question,Interaction logged
I307237,C09860,2024-09-23,Call,Billing Question,Interaction logged
I307238,C02665,2024-03-05,Email,Service Issue,Interaction logged
I307239,C09176,2025-01-09,Email,PO Approval,Interaction logged
I307240,C00413,2024-07-02,Email,Billing Question,Interaction logged
I307241,C08453,2024-11-07,Call,PO Approval,Interaction logged
I307242,C05714,2024-12-04,Meeting,Billing Question,Interaction logged
I307243,C07262,2024-12-25,Email,PO Approval,Interaction logged
I307244,C04620,2025-03-13,Meeting,Late Payment,Interaction logged
I307245,C06843,2024-06-01,Email,PO Approval,Interaction logged
I307246,C05867,2024-06-13,Email,PO Approval,Interaction logged
I307247,C05048,2024-09-04,Email,Service Issue,Interaction logged
I307248,C09519,2024-01-02,Call,Late Payment,Interaction logged
I307249,C00382,2024-10-18,Email,Late Payment,Interaction logged
I307250,C04257,2024-10-26,Call,Service Issue,Interaction logged
I307251,C09774,2025-02-20,Email,Late Payment,Interaction logged
I307252,C08874,2024-09-13,Meeting,PO Approval,Interaction logged
I307253,C00770,2024-07-02,Email,Late Payment,Interaction logged
I307254,C03510,2024-12-27,Call,PO Approval,Interaction logged
I307255,C09523,2024-08-24,Email,PO Approval,Interaction logged
I307256,C04824,2024-07-24,Call,Billing Question,Interaction logged
I307257,C00302,2025-01-11,Meeting,Service Issue,Interaction logged
I307258,C09171,2024-12-28,Email,Late Payment,Interaction logged
I307259,C08705,2024-08-03,Email,PO Approval,Interaction logged
I307260,C01811,2024-08-05,Meeting,Service Issue,Interaction logged
I307261,C02996,2024-04-21,Meeting,Service Issue,Interaction logged
I307262,C03684,2024-01-15,Meeting,PO Approval,Interaction logged
I307263,C03562,2024-08-07,Email,Billing Question,Interaction logged
I307264,C03007,2025-01-09,Email,PO Approval,Interaction logged
I307265,C08960,2024-02-05,Email,Billing Question,Interaction logged
I307266,C04726,2024-10-10,Meeting,Service Issue,Interaction logged
I307267,C07410,2024-07-28,Call,Late Payment,Interaction logged
I307268,C05640,2024-11-11,Meeting,Late Payment,Interaction logged
I307269,C00129,2025-02-03,Call,Service Issue,Interaction logged
I307270,C03293,2025-01-27,Email,Late Payment,Interaction logged
I307271,C06666,2024-07-10,Meeting,Billing Question,Interaction logged
I307272,C02727,2024-05-25,Call,PO Approval,Interaction logged
I307273,C00215,2024-09-13,Call,Late Payment,Interaction logged
I307274,C07435,2024-10-30,Meeting,Service Issue,Interaction logged
I307275,C09762,2025-01-13,Call,Late Payment,Interaction logged
I307276,C03860,2025-01-09,Meeting,PO Approval,Interaction logged
I307277,C09698,2024-10-11,Call,Service Issue,Interaction logged
I307278,C08685,2024-10-08,Email,Late Payment,Interaction logged
I307279,C05106,2024-06-14,Meeting,Late Payment,Interaction logged
I307280,C08380,2024-05-18,Meeting,Billing Question,Interaction logged
I307281,C05597,2024-02-25,Email,PO Approval,Interaction logged
I307282,C04979,2024-07-19,Meeting,PO Approval,Interaction logged
I307283,C01682,2024-09-16,Email,Billing Question,Interaction logged
I307284,C08715,2024-10-31,Email,Billing Question,Interaction logged
I307285,C01936,2024-08-04,Meeting,Billing Question,Interaction logged
I307286,C07850,2024-10-03,Email,Service Issue,Interaction logged
I307287,C07597,2024-04-16,Email,PO Approval,Interaction logged
I307288,C02222,2024-03-29,Call,Billing Question,Interaction logged
I307289,C02064,2024-06-24,Call,Billing Question,Interaction logged
I307290,C01699,2024-08-31,Call,PO Approval,Interaction logged
I307291,C00125,2024-01-29,Call,Billing Question,Interaction logged
I307292,C00755,2024-10-08,Email,PO Approval,Interaction logged
I307293,C01023,2025-01-10,Email,Service Issue,Interaction logged
I307294,C02145,2024-12-30,Call,PO Approval,Interaction logged
I307295,C06215,2025-03-20,Email,Billing Question,Interaction logged
I307296,C07862,2024-02-09,Meeting,Service Issue,Interaction logged
